Age (bin),City,Education,Gender,GenderLabel,HouseOwnerFlag,HouseOwnerFlagLabel,MaritalStatus,MaritalStatusLabel,Occupation,PostalCode,Prospect,ProspectiveBuyerKey,StateProvinceCode,Age,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome
45,Chula Vista,Bachelors,F,FEMALE,1,YES,M,MARRIED,Professional,91910,Rebekah Gil,1679,CA,53,2,2,4,"50,000"
45,Concord,Bachelors,F,FEMALE,1,YES,M,MARRIED,Professional,94519,Kristy Romero,1218,CA,55,2,2,4,"50,000"
45,Beaverton,Bachelors,F,FEMALE,1,YES,M,MARRIED,Professional,97005,Naomi Rubio,1570,OR,55,2,2,4,"50,000"
45,Bellingham,Bachelors,F,FEMALE,1,YES,M,MARRIED,Professional,98225,Tina Raman,1961,WA,53,2,2,4,"50,000"
45,Issaquah,Bachelors,F,FEMALE,1,YES,M,MARRIED,Professional,98027,Jade Morris,1020,WA,39,2,2,4,"50,000"
45,Seattle,Bachelors,F,FEMALE,1,YES,M,MARRIED,Professional,98104,Melissa Ross,1474,WA,30,2,3,3,"60,000"
45,Denby,Bachelors,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,57716,Haley Watson,863,SD,31,2,1,1,"30,000"
45,San Jose,Bachelors,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,95112,Marissa Jenkins,1412,CA,52,2,2,4,"50,000"
45,Issaquah,Bachelors,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,98027,Jade Gray,966,WA,57,2,2,4,"50,000"
40,Berkeley,Bachelors,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,94704,Gabriella Rogers,805,CA,40,2,3,3,"50,000"
40,Concord,Bachelors,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,94519,Priscilla Shan,1636,CA,47,2,3,3,"50,000"
60,Chula Vista,Bachelors,F,FEMALE,1,YES,M,MARRIED,Management,91910,Emma Wood,716,CA,37,3,0,5,"60,000"
55,Burlingame,Bachelors,F,FEMALE,1,YES,M,MARRIED,Management,94010,Rachel Brooks,1654,CA,34,3,5,4,"120,000"
55,Anacortes,Bachelors,F,FEMALE,1,YES,M,MARRIED,Management,98221,Kristine Jimenez,1170,WA,49,3,5,4,"120,000"
40,Redmond,Bachelors,F,FEMALE,1,YES,M,MARRIED,Professional,98052,Holly Kapoor,837,WA,45,3,5,5,"70,000"
40,Berkeley,Bachelors,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,94704,Bianca Sun,285,CA,48,3,3,3,"50,000"
40,Bluffton,Bachelors,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,29910,Kaitlin Malhotra,1183,SC,44,3,3,3,"50,000"
40,Redwood City,Bachelors,F,FEMALE,1,YES,M,MARRIED,Management,94063,Joy Blanco,919,CA,30,4,1,0,"120,000"
60,Colma,Bachelors,F,FEMALE,1,YES,M,MARRIED,Management,94014,Karen Ma,1182,CA,43,4,3,2,"100,000"
50,Clarkston,Bachelors,F,FEMALE,1,YES,M,MARRIED,Management,30021,Colleen Pal,417,GA,47,4,3,2,"130,000"
50,Kansas City,Bachelors,F,FEMALE,1,YES,M,MARRIED,Management,64106,Kimberly Ward,1248,MO,34,4,3,2,"130,000"
40,Howell,Bachelors,F,FEMALE,1,YES,M,MARRIED,Professional,48843,Laura Lu,1293,MI,30,4,5,5,"70,000"
40,Torrance,Bachelors,F,FEMALE,1,YES,M,MARRIED,Professional,90505,Carrie Navarro,412,CA,40,4,5,5,"80,000"
40,Everett,Bachelors,F,FEMALE,1,YES,M,MARRIED,Professional,98201,Rachael Subram,1763,WA,47,4,5,5,"80,000"
65,Colma,Graduate D,F,FEMALE,1,YES,M,MARRIED,Management,94014,Gloria Moreno,796,CA,38,1,0,2,"50,000"
65,Bellingham,Graduate D,F,FEMALE,1,YES,M,MARRIED,Management,98225,Stefanie Chandra,1798,WA,41,1,0,2,"50,000"
70,Walnut Creek,Graduate D,F,FEMALE,1,YES,M,MARRIED,Management,94596,Natalie Price,1565,CA,39,2,0,2,"50,000"
75,Glendale,Graduate D,F,FEMALE,1,YES,M,MARRIED,Management,91203,Karla Rai,1204,CA,39,2,0,2,"50,000"
75,Chula Vista,Graduate D,F,FEMALE,1,YES,M,MARRIED,Management,91910,Isabella Wilson,906,CA,36,2,0,2,"50,000"
75,Yakima,Graduate D,F,FEMALE,1,YES,M,MARRIED,Management,98901,Arianna Griffin,51,WA,37,2,0,2,"50,000"
70,Cincinnati,Graduate D,F,FEMALE,1,YES,M,MARRIED,Management,45202,Colleen Lal,387,OH,55,2,0,2,"60,000"
70,Monroe,Graduate D,F,FEMALE,1,YES,M,MARRIED,Management,98272,Tabitha Engineer,1924,WA,59,2,0,2,"60,000"
70,Seattle,Graduate D,F,FEMALE,1,YES,M,MARRIED,Management,98104,Riley Bell,1650,WA,43,2,0,2,"60,000"
55,West Covina,Graduate D,F,FEMALE,1,YES,M,MARRIED,Management,91791,Erin Ward,713,CA,39,2,0,3,"50,000"
55,Cincinnati,Graduate D,F,FEMALE,1,YES,M,MARRIED,Management,45202,Victoria Martinez,2009,OH,53,2,0,3,"50,000"
70,Olympia,Graduate D,F,FEMALE,1,YES,M,MARRIED,Management,98501,Autumn Hu,60,WA,59,2,0,3,"50,000"
70,Index,Graduate D,F,FEMALE,1,YES,M,MARRIED,Management,98256,Carly Chande,328,WA,43,2,0,3,"50,000"
70,Index,Graduate D,F,FEMALE,1,YES,M,MARRIED,Management,98256,Samantha Johnson,1829,WA,36,2,0,3,"50,000"
70,San Carlos,Graduate D,F,FEMALE,1,YES,M,MARRIED,Management,94070,Brenda Raman,263,CA,42,2,0,3,"60,000"
70,Orlando,Graduate D,F,FEMALE,1,YES,M,MARRIED,Management,32804,Martha Zhu,1525,FL,55,2,0,3,"60,000"
65,Burbank,Graduate D,F,FEMALE,1,YES,M,MARRIED,Management,91502,Jasmine Morgan,1017,CA,31,2,0,4,"60,000"
70,Lemon Grove,Graduate D,F,FEMALE,1,YES,M,MARRIED,Management,91945,Kristen He,1161,CA,34,2,0,4,"70,000"
70,San Carlos,Graduate D,F,FEMALE,1,YES,M,MARRIED,Management,94070,Molly Garcia,1390,CA,31,2,0,5,"70,000"
40,Concord,Graduate D,F,FEMALE,1,YES,M,MARRIED,Professional,94519,Jenny Xie,1109,CA,45,2,5,5,"70,000"
40,Puyallup,Graduate D,F,FEMALE,1,YES,M,MARRIED,Professional,98371,Cassie Pal,420,WA,30,2,5,5,"70,000"
40,Norwalk,Graduate D,F,FEMALE,1,YES,M,MARRIED,Management,90650,Ruth Patel,1734,CA,57,3,1,1,"110,000"
40,Miami,Graduate D,F,FEMALE,1,YES,M,MARRIED,Management,33127,Jenny Jai,980,FL,46,3,1,1,"110,000"
70,Colma,Graduate D,F,FEMALE,1,YES,M,MARRIED,Management,94014,Holly Gonzalez,829,CA,52,3,4,2,"120,000"
40,Monroe,Graduate D,F,FEMALE,1,YES,M,MARRIED,Management,98272,Adrienne Rubio,138,WA,49,3,5,5,"80,000"
50,Edmonds,Graduate D,F,FEMALE,1,YES,M,MARRIED,Professional,98020,Alisha Sharma,149,WA,32,3,5,5,"70,000"
40,Colma,Graduate D,F,FEMALE,1,YES,M,MARRIED,Management,94014,Mary Campbell,1363,CA,57,4,0,0,"110,000"
40,Endicott,Graduate D,F,FEMALE,1,YES,M,MARRIED,Management,13760,Katherine Davis,1147,NY,57,4,0,0,"110,000"
50,El Segundo,Graduate D,F,FEMALE,1,YES,M,MARRIED,Management,90245,Gloria Jimenez,789,CA,60,4,0,0,"130,000"
70,Alpine,Graduate D,F,FEMALE,1,YES,M,MARRIED,Management,91901,Casey Bhat,318,CA,36,4,1,1,"170,000"
30,Mill Valley,High Schoo,F,FEMALE,1,YES,M,MARRIED,Manual,94941,Brianna Brown,209,CA,30,1,0,0,"20,000"
30,Colma,High Schoo,F,FEMALE,1,YES,M,MARRIED,Manual,94014,Amy Wang,173,CA,31,1,0,0,"20,000"
30,West Chicago,High Schoo,F,FEMALE,1,YES,M,MARRIED,Manual,60185,Zoe Ward,2059,IL,51,1,0,0,"20,000"
30,Concord,High Schoo,F,FEMALE,1,YES,M,MARRIED,Manual,94519,Teresa Suarez,1977,CA,55,1,0,0,"30,000"
30,Longmont,High Schoo,F,FEMALE,1,YES,M,MARRIED,Manual,80501,Lisa Sun,1321,CO,35,1,0,0,"30,000"
30,Beaverton,High Schoo,F,FEMALE,1,YES,M,MARRIED,Manual,97005,Holly Sara,858,OR,42,1,0,0,"30,000"
35,Portland,High Schoo,F,FEMALE,1,YES,M,MARRIED,Manual,97205,Aimee Lin,78,OR,53,1,0,0,"30,000"
35,Seattle,High Schoo,F,FEMALE,1,YES,M,MARRIED,Manual,98104,Maria Ramirez,1458,WA,42,1,0,0,"30,000"
35,Spokane,High Schoo,F,FEMALE,1,YES,M,MARRIED,Manual,99202,Sabrina Vazquez,1891,WA,54,1,0,0,"30,000"
50,Concord,High Schoo,F,FEMALE,1,YES,M,MARRIED,Professional,94519,Mandy Zhu,1524,CA,55,1,1,2,"90,000"
30,Woodland Hills,High Schoo,F,FEMALE,1,YES,M,MARRIED,Management,91364,Makayla Morris,1434,CA,35,2,0,0,"70,000"
30,Colma,High Schoo,F,FEMALE,1,YES,M,MARRIED,Management,94014,Julie Raji,1044,CA,60,2,0,0,"90,000"
30,Burien,High Schoo,F,FEMALE,1,YES,M,MARRIED,Manual,98168,Yolanda Lal,2053,WA,58,2,0,0,"10,000"
55,Chicago,High Schoo,F,FEMALE,1,YES,M,MARRIED,Manual,60610,Meagan Srini,1493,IL,33,2,0,2,"20,000"
55,Concord,High Schoo,F,FEMALE,1,YES,M,MARRIED,Manual,94519,Alicia Kumar,74,CA,34,2,0,3,"10,000"
30,Chula Vista,High Schoo,F,FEMALE,1,YES,M,MARRIED,Manual,91910,Jennifer Henderson,971,CA,54,2,4,4,"20,000"
35,Issaquah,High Schoo,F,FEMALE,1,YES,M,MARRIED,Professional,98027,Michele Subram,1497,WA,49,2,0,0,"50,000"
55,Milwaukie,High Schoo,F,FEMALE,1,YES,M,MARRIED,Professional,97222,Ana Jenkins,67,OR,57,2,0,2,"60,000"
50,Monroe,High Schoo,F,FEMALE,1,YES,M,MARRIED,Professional,98272,Paige Patterson,1625,WA,47,2,0,2,"60,000"
60,Atlanta,High Schoo,F,FEMALE,1,YES,M,MARRIED,Professional,30308,Carly She,461,GA,38,2,0,4,"40,000"
60,Phoenix,High Schoo,F,FEMALE,1,YES,M,MARRIED,Professional,85004,Caitlin Gray,358,AZ,52,2,1,2,"40,000"
60,San Francisco,High Schoo,F,FEMALE,1,YES,M,MARRIED,Professional,94109,Linda Blanco,1259,CA,55,2,1,2,"40,000"
60,Chehalis,High Schoo,F,FEMALE,1,YES,M,MARRIED,Professional,98532,Gina Rubio,807,WA,35,2,1,2,"40,000"
55,Clarkston,High Schoo,F,FEMALE,1,YES,M,MARRIED,Professional,30021,April Lal,75,GA,56,2,1,2,"50,000"
55,Duvall,High Schoo,F,FEMALE,1,YES,M,MARRIED,Professional,98019,Robin Suarez,1762,WA,47,2,1,2,"50,000"
55,Puyallup,High Schoo,F,FEMALE,1,YES,M,MARRIED,Professional,98371,Haley Peterson,848,WA,39,2,1,2,"50,000"
55,Concord,High Schoo,F,FEMALE,1,YES,M,MARRIED,Professional,94519,Taylor Long,1942,CA,51,2,1,2,"60,000"
65,Colma,High Schoo,F,FEMALE,1,YES,M,MARRIED,Professional,94014,Cristina Aggarwal,310,CA,35,2,1,5,"70,000"
65,Saint Louis,High Schoo,F,FEMALE,1,YES,M,MARRIED,Professional,63103,Nichole Raje,1566,MO,49,2,1,5,"70,000"
65,Anacortes,High Schoo,F,FEMALE,1,YES,M,MARRIED,Professional,98221,Crystal Ye,501,WA,31,2,1,5,"70,000"
55,Las Vegas,High Schoo,F,FEMALE,1,YES,M,MARRIED,Professional,89106,Abby Rodriguez,133,NV,60,2,2,5,"80,000"
25,Concord,High Schoo,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,94519,Faith Richardson,754,CA,38,2,0,0,"30,000"
30,Downey,High Schoo,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,90241,Emily Henderson,674,CA,36,2,0,0,"30,000"
30,Palo Alto,High Schoo,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,94303,Tracy Luo,1945,CA,34,2,0,0,"30,000"
25,Lebanon,High Schoo,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,97355,Jennifer Martin,1005,OR,58,2,0,0,"30,000"
30,Salem,High Schoo,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,97301,Cara Zhao,507,OR,40,2,0,0,"30,000"
25,Salt Lake City,High Schoo,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,84101,Kayla Robinson,1217,UT,57,2,0,0,"30,000"
30,Concord,High Schoo,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,94519,Sydney Cox,1805,CA,45,2,0,0,"40,000"
50,Chicago,High Schoo,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,60610,Chloe Davis,340,IL,43,2,0,2,"30,000"
50,Chicago,High Schoo,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,60610,Isabelle Hayes,879,IL,60,2,0,2,"30,000"
50,Spokane,High Schoo,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,99202,Vanessa Bennett,2002,WA,43,2,0,2,"30,000"
50,Novato,High Schoo,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,94947,Briana Blanco,206,CA,55,2,0,2,"50,000"
50,Walla Walla,High Schoo,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,99362,Julia Clark,930,WA,54,2,0,2,"50,000"
55,Huntsville,High Schoo,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,35801,Meeghan Gonzalez,1395,AL,36,2,0,3,"30,000"
55,Daly City,High Schoo,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,94015,Briana Serrano,275,CA,48,2,0,3,"30,000"
55,Heath,High Schoo,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,43056,Bonnie Anand,201,OH,36,2,0,3,"30,000"
60,Birmingham,High Schoo,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,35203,Barb Raje,261,AL,55,2,0,4,"20,000"
60,Marysville,High Schoo,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,98270,Lydia Rodriguez,1308,WA,41,2,0,4,"20,000"
45,Berkeley,High Schoo,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,94704,Olivia Bell,1585,CA,53,2,2,4,"40,000"
45,Beverly Hills,High Schoo,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,90210,Melody Alonso,1345,CA,57,2,2,4,"40,000"
45,San Antonio,High Schoo,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,78204,Trinity Stewart,1976,TX,49,2,2,4,"40,000"
30,Burlingame,High Schoo,F,FEMALE,1,YES,M,MARRIED,Management,94010,Aimee Zhu,197,CA,50,3,0,0,"70,000"
60,Saint Louis,High Schoo,F,FEMALE,1,YES,M,MARRIED,Management,63103,Kristi Rubio,1222,MO,33,3,1,4,"90,000"
30,Downey,High Schoo,F,FEMALE,1,YES,M,MARRIED,Manual,90241,Cristina Luo,399,CA,32,3,4,4,"20,000"
30,Torrance,High Schoo,F,FEMALE,1,YES,M,MARRIED,Manual,90505,Megan Lee,1419,CA,55,3,4,4,"20,000"
60,Port Orchard,High Schoo,F,FEMALE,1,YES,M,MARRIED,Professional,98366,Regina Srini,1759,WA,36,3,0,5,"40,000"
55,Colma,High Schoo,F,FEMALE,1,YES,M,MARRIED,Professional,94014,Faith Cooper,730,CA,46,3,1,4,"80,000"
45,Milwaukee,High Schoo,F,FEMALE,1,YES,M,MARRIED,Professional,53202,Ruth Martinez,1719,WI,31,3,4,5,"70,000"
45,Berkeley,High Schoo,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,94704,Abby Srini,159,CA,43,3,3,4,"40,000"
45,Beverly Hills,High Schoo,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,90210,Caroline Jenkins,378,CA,50,3,3,4,"40,000"
45,Redmond,High Schoo,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,98052,Candice Yang,498,WA,43,3,3,4,"40,000"
45,Redmond,High Schoo,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,98052,Tasha Bhat,1916,WA,52,3,3,4,"40,000"
35,Denver,High Schoo,F,FEMALE,1,YES,M,MARRIED,Management,80203,Kathryn Tang,1242,CO,49,4,5,0,"100,000"
35,Ballard,High Schoo,F,FEMALE,1,YES,M,MARRIED,Management,98107,Mayra Rodriguez,1469,WA,57,4,5,0,"110,000"
35,Colma,High Schoo,F,FEMALE,1,YES,M,MARRIED,Management,94014,Bethany Sharma,279,CA,33,4,5,4,"130,000"
60,St. Louis,High Schoo,F,FEMALE,1,YES,M,MARRIED,Management,63103,Bianca Xu,302,MO,38,4,5,5,"120,000"
50,La Mesa,High Schoo,F,FEMALE,1,YES,M,MARRIED,Professional,88044,Kristin Chander,1138,NM,50,4,4,2,"120,000"
50,Burien,High Schoo,F,FEMALE,1,YES,M,MARRIED,Professional,98168,Janet Rubio,1060,WA,33,4,4,2,"120,000"
50,Glendale,High Schoo,F,FEMALE,1,YES,M,MARRIED,Professional,91203,Stephanie Carter,1794,CA,56,4,4,3,"120,000"
30,Coronado,Partial Co,F,FEMALE,1,YES,M,MARRIED,Clerical,92118,Gabrielle Sanchez,809,CA,42,1,0,0,"30,000"
35,Colma,Partial Co,F,FEMALE,1,YES,M,MARRIED,Clerical,94014,Isabelle Jenkins,884,CA,42,1,0,0,"30,000"
30,Saugus,Partial Co,F,FEMALE,1,YES,M,MARRIED,Clerical,1906,Hannah Martin,844,MA,58,1,0,0,"30,000"
30,Seattle,Partial Co,F,FEMALE,1,YES,M,MARRIED,Clerical,98104,Kari Rana,1214,WA,44,1,0,0,"30,000"
35,Concord,Partial Co,F,FEMALE,1,YES,M,MARRIED,Clerical,94519,Kate Pal,1197,CA,36,1,2,2,"40,000"
30,Long Beach,Partial Co,F,FEMALE,1,YES,M,MARRIED,Manual,90802,Carolyn Hernandez,365,CA,47,1,0,0,"10,000"
25,Beaverton,Partial Co,F,FEMALE,1,YES,M,MARRIED,Manual,97005,Erika Moreno,694,OR,30,1,0,0,"10,000"
25,Beaverton,Partial Co,F,FEMALE,1,YES,M,MARRIED,Manual,97005,Naomi Castro,1529,OR,45,1,0,0,"10,000"
25,Seattle,Partial Co,F,FEMALE,1,YES,M,MARRIED,Manual,98104,Mackenzie Mitchell,1428,WA,59,1,0,0,"10,000"
55,Issaquah,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,98027,Candice Li,390,WA,39,1,1,2,"60,000"
50,Colma,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,94014,Lacey Nath,1301,CA,42,1,1,2,"90,000"
50,Mcdonough,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,30253,Carmen Verma,480,GA,41,1,1,2,"90,000"
50,Everett,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,98201,Dawn Anand,517,WA,57,1,1,2,"90,000"
50,Colma,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,94014,Ariana Torres,166,CA,57,1,2,3,"80,000"
45,La Jolla,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,92806,Robyn Serrano,1751,CA,31,1,3,4,"80,000"
45,Issaquah,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,98027,Stefanie Sai,1879,WA,37,1,3,4,"80,000"
30,Lakewood,Partial Co,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,90712,Diana Blanco,523,CA,52,1,0,0,"50,000"
30,Lakewood,Partial Co,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,90712,Isabella Turner,904,CA,56,1,0,0,"50,000"
30,Issaquah,Partial Co,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,98027,Isabella Miller,888,WA,40,1,0,0,"50,000"
60,Birmingham,Partial Co,F,FEMALE,1,YES,M,MARRIED,Clerical,35203,Jillian Engineer,942,AL,46,2,0,2,"30,000"
60,Colma,Partial Co,F,FEMALE,1,YES,M,MARRIED,Clerical,94014,Heather Ye,865,CA,31,2,0,2,"30,000"
65,Concord,Partial Co,F,FEMALE,1,YES,M,MARRIED,Clerical,94519,Whitney Arun,2018,CA,58,2,0,2,"30,000"
70,Concord,Partial Co,F,FEMALE,1,YES,M,MARRIED,Clerical,94519,Ana Gonzales,46,CA,57,2,0,2,"30,000"
60,Florence,Partial Co,F,FEMALE,1,YES,M,MARRIED,Clerical,35630,Sarah Martin,1843,AL,60,2,0,3,"30,000"
60,Marysville,Partial Co,F,FEMALE,1,YES,M,MARRIED,Clerical,98270,Makayla Murphy,1438,WA,58,2,0,3,"30,000"
45,Chula Vista,Partial Co,F,FEMALE,1,YES,M,MARRIED,Clerical,91910,Adrienne Moreno,94,CA,42,2,2,2,"30,000"
30,Coronado,Partial Co,F,FEMALE,1,YES,M,MARRIED,Clerical,92118,Tabitha Chandra,1920,CA,42,2,3,3,"30,000"
35,Lynnwood,Partial Co,F,FEMALE,1,YES,M,MARRIED,Clerical,98036,Jill Martin,1004,WA,53,2,3,3,"40,000"
35,Chula Vista,Partial Co,F,FEMALE,1,YES,M,MARRIED,Clerical,91910,Autumn Yang,186,CA,31,2,4,4,"40,000"
35,Woodburn,Partial Co,F,FEMALE,1,YES,M,MARRIED,Clerical,97071,Carla Sara,452,OR,30,2,4,4,"40,000"
35,Bothell,Partial Co,F,FEMALE,1,YES,M,MARRIED,Clerical,98011,Tammy Kapoor,1936,WA,41,2,4,4,"40,000"
55,Los Angeles,Partial Co,F,FEMALE,1,YES,M,MARRIED,Manual,90012,April Rai,122,CA,56,2,0,3,"10,000"
70,Branch,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,55056,Morgan Barnes,1356,MN,51,2,0,3,"40,000"
50,Oregon City,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,97045,Virginia Sanchez,2012,OR,60,2,0,3,"70,000"
55,Lake Oswego,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,97034,Stacy Sanz,1881,OR,53,2,1,2,"50,000"
60,W. Linn,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,97068,Jasmine Cooper,935,OR,57,2,1,2,"50,000"
60,Chehalis,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,98532,Kari Martin,1185,WA,59,2,1,2,"50,000"
60,Ballard,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,98107,Sophia Adams,1783,WA,37,2,1,2,"50,000"
60,Puyallup,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,98371,Nichole Xu,1584,WA,41,2,1,2,"50,000"
55,Lynnwood,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,98036,Cindy Perez,425,WA,30,2,1,4,"90,000"
55,Lake Oswego,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,97034,Haley Green,831,OR,32,2,2,4,"80,000"
45,Bellingham,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,98225,Olivia Diaz,1589,WA,34,2,3,4,"80,000"
45,Renton,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,98055,Mallory Ruiz,1477,WA,38,2,3,4,"80,000"
30,West Covina,Partial Co,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,91791,Andrea Carter,14,CA,33,2,0,0,"50,000"
30,Colma,Partial Co,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,94014,Lindsay Yuan,1334,CA,39,2,0,0,"50,000"
30,Portland,Partial Co,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,97205,Natalie Lee,1548,OR,53,2,0,0,"50,000"
35,Edmonds,Partial Co,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,98020,Abigail Bryant,11,WA,41,2,0,0,"60,000"
55,Colma,Partial Co,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,94014,Marie Hernandez,1403,CA,32,2,0,2,"50,000"
55,Culver City,Partial Co,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,90232,Alyssa Bennett,8,CA,53,2,0,3,"40,000"
40,Colma,Partial Co,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,94014,Hannah Miller,845,CA,51,2,4,4,"90,000"
40,Valley Stream,Partial Co,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,11580,Jennifer Gray,965,NY,41,2,4,4,"90,000"
45,Everett,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,98201,Julie Nath,1026,WA,54,3,4,5,"80,000"
45,Bellingham,Partial Co,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,98225,Janelle Srini,1083,WA,53,3,4,5,"70,000"
45,Concord,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,94519,Caroline Powell,427,CA,58,4,2,3,"100,000"
45,Bellingham,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,98225,Catherine Bailey,315,WA,44,4,2,3,"100,000"
50,Burbank,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,91502,Paula Suarez,1639,CA,33,4,4,3,"110,000"
50,Odessa,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,64076,Lydia Kapoor,1282,MO,49,4,4,3,"110,000"
60,Columbus,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,31901,Aimee Yang,187,GA,57,4,4,4,"130,000"
45,Burlingame,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,94010,Trinity Peterson,1957,CA,51,4,4,5,"80,000"
30,Colma,Partial Hi,F,FEMALE,1,YES,M,MARRIED,Clerical,94014,Gloria Gomez,782,CA,50,2,0,0,"40,000"
30,Milwaukie,Partial Hi,F,FEMALE,1,YES,M,MARRIED,Clerical,97222,Melissa Reed,1463,OR,47,2,0,0,"40,000"
30,Puyallup,Partial Hi,F,FEMALE,1,YES,M,MARRIED,Clerical,98371,Angela Bryant,12,WA,46,2,0,0,"40,000"
50,Ballard,Partial Hi,F,FEMALE,1,YES,M,MARRIED,Clerical,98107,Brianna Washington,295,WA,60,2,0,3,"20,000"
50,Everett,Partial Hi,F,FEMALE,1,YES,M,MARRIED,Clerical,98201,Makayla Cooper,1378,WA,47,2,0,3,"20,000"
50,Woodburn,Partial Hi,F,FEMALE,1,YES,M,MARRIED,Clerical,97071,Patricia Rana,1628,OR,41,2,1,2,"20,000"
55,Portland,Partial Hi,F,FEMALE,1,YES,M,MARRIED,Clerical,97205,Destiny Gonzales,552,OR,46,2,1,2,"20,000"
50,Bothell,Partial Hi,F,FEMALE,1,YES,M,MARRIED,Clerical,98011,Katelyn Turner,1247,WA,58,2,1,2,"20,000"
35,Colma,Partial Hi,F,FEMALE,1,YES,M,MARRIED,Manual,94014,Kathleen Ruiz,1223,CA,35,2,0,0,"10,000"
35,Colma,Partial Hi,F,FEMALE,1,YES,M,MARRIED,Manual,94014,Isabelle Gonzales,876,CA,52,2,0,0,"10,000"
25,Burlingame,Partial Hi,F,FEMALE,1,YES,M,MARRIED,Manual,94010,Megan Perry,1450,CA,59,2,0,0,"20,000"
35,Coronado,Partial Hi,F,FEMALE,1,YES,M,MARRIED,Manual,92118,Michele Sharma,1487,CA,46,2,0,0,"20,000"
35,Concord,Partial Hi,F,FEMALE,1,YES,M,MARRIED,Manual,94519,Mya Powell,1451,CA,54,2,0,0,"20,000"
35,Oregon City,Partial Hi,F,FEMALE,1,YES,M,MARRIED,Manual,97045,Kristy Serrano,1227,OR,60,2,0,0,"20,000"
40,Downey,Partial Hi,F,FEMALE,1,YES,M,MARRIED,Manual,90241,Morgan Martinez,1426,CA,41,2,3,4,"10,000"
